0,446,447,458,75,50,-225,100,50,-225,100,50,-250,0.818341,0.146698,0.0349609,-0.730065,-0.666138,-0.152529,540.516,470.288,-129.169,622.084
2,485,484,152,125,25,-100,125,25,-75,125,0,-75,0.701888,0.144743,0.153369,-0.662022,-0.747841,0.0495963,540.516,470.288,-129.169,629.737
3,452,451,440,-50,50,-250,-75,50,-250,-75,50,-225,0.103455,0.178,0.718545,-0.816793,-0.560486,-0.136767,540.516,470.288,-129.169,745.624
4,374,375,386,-75,50,-75,-50,50,-75,-50,50,-100,0.124084,0.365417,0.510499,-0.795607,-0.602642,0.0619009,540.516,470.288,-129.169,747.136
7,335,334,323,50,50,25,25,50,25,25,50,50,0.571841,0.0226349,0.405524,-0.695116,-0.683738,0.222072,540.516,470.288,-129.169,741.319
8,387,388,399,-25,50,-100,0,50,-100,0,50,-125,0.460593,0.173265,0.366141,-0.780843,-0.623681,0.0361501,540.516,470.288,-129.169,711.319
9,331,330,319,-50,50,25,-75,50,25,-75,50,50,0.0652002,0.410992,0.523808,-0.759313,-0.617923,0.203997,540.516,470.288,-129.169,837.401
10,353,352,341,-50,50,-25,-75,50,-25,-75,50,-0,0.468142,0.213008,0.31885,-0.778324,-0.61078,0.145462,540.516,470.288,-129.169,800.605
11,282,283,294,100,50,150,125,50,150,125,50,125,0.781626,0.00135559,0.217018,-0.592405,-0.726068,0.349115,540.516,470.288,-129.169,765.201
12,332,331,320,-25,50,25,-50,50,25,-50,50,50,0.197075,0.72846,0.0744647,-0.74992,-0.631655,0.196553,540.516,470.288,-129.169,782.892
17,282,283,294,100,50,150,125,50,150,125,50,125,0.921783,0.00529236,0.0729242,-0.593787,-0.723763,0.351546,540.516,470.288,-129.169,766.358
20,298,297,286,-50,50,100,-75,50,100,-75,50,125,0.275107,0.651581,0.0733118,-0.730513,-0.629598,0.264494,540.516,470.288,-129.169,864.298
21,330,331,342,-75,50,25,-50,50,25,-50,50,-0,0.613916,0.340824,0.04526,-0.761395,-0.620298,0.188433,540.516,470.288,-129.169,814.58
22,252,253,264,-100,50,200,-75,50,200,-75,50,175,0.117422,0.864014,0.0185638,-0.692986,-0.635389,0.340664,540.516,470.288,-129.169,914.773
23,324,325,336,50,50,50,75,50,50,75,50,25,0.36198,0.419554,0.218466,-0.671691,-0.701211,0.239026,540.516,470.288,-129.169,710.612
24,399,400,411,0,50,-125,25,50,-125,25,50,-150,0.0680737,0.0979785,0.833948,-0.768933,-0.639083,-0.0177199,540.516,470.288,-129.169,688.295
26,364,365,376,-50,50,-50,-25,50,-50,-25,50,-75,0.396116,0.17705,0.426834,-0.779868,-0.618253,0.0978167,540.516,470.288,-129.169,758.898
27,327,326,315,125,50,50,100,50,50,100,50,75,0.69601,0.0207971,0.283193,-0.625202,-0.734232,0.264624,540.516,470.288,-129.169,674.459
29,376,377,388,-25,50,-75,0,50,-75,0,50,-100,0.168257,0.0781391,0.753604,-0.773117,-0.631746,0.0564524,540.516,470.288,-129.169,710.755
30,374,373,362,-75,50,-75,-100,50,-75,-100,50,-50,0.265908,0.5184,0.215692,-0.808475,-0.582881,0.0813468,540.516,470.288,-129.169,790
32,254,253,234,-50,50,200,-75,50,200,-75,50,225,0.657219,0.254913,0.087868,-0.680262,-0.644493,0.349103,540.516,470.288,-129.169,909.755
35,310,311,322,-25,50,75,0,50,75,0,50,50,0.0425025,0.172116,0.785381,-0.712133,-0.661445,0.235281,540.516,470.288,-129.169,776.687
36,369,370,381,75,50,-50,100,50,-50,100,50,-75,0.836204,0.0991257,0.0646707,-0.707271,-0.695819,0.124912,540.516,470.288,-129.169,662.814
41,252,262,251,-100,50,200,-125,50,200,-125,50,225,0.622273,0.0534686,0.324258,-0.705909,-0.621924,0.338973,540.516,470.288,-129.169,942.573
42,479,480,338,125,25,50,125,25,25,125,50,25,0.359966,0.394003,0.24603,-0.620223,-0.754155,0.215808,540.516,470.288,-129.169,679.265
44,368,367,356,50,50,-50,25,50,-50,25,50,-25,0.58319,0.358501,0.0583093,-0.732225,-0.670062,0.121916,540.516,470.288,-129.169,708.429
45,397,398,409,-50,50,-125,-25,50,-125,-25,50,-150,0.681414,0.0626208,0.255966,-0.80144,-0.59806,0.00426141,540.516,470.288,-129.169,731.513
46,368,367,356,50,50,-50,25,50,-50,25,50,-25,0.583876,0.358028,0.0580966,-0.732214,-0.670075,0.12191,540.516,470.288,-129.169,708.43
47,302,303,314,50,50,100,75,50,100,75,50,75,0.0779126,0.189734,0.732353,-0.649442,-0.706353,0.281585,540.516,470.288,-129.169,741.259
51,420,421,432,-25,50,-175,0,50,-175,0,50,-200,0.108472,0.717149,0.174379,-0.786536,-0.613853,-0.0674238,540.516,470.288,-129.169,688.583
52,490,489,207,125,25,-225,125,25,-200,125,0,-200,0.427491,0.525568,0.0469409,-0.675678,-0.725361,-0.131569,540.516,470.288,-129.169,605.951
53,331,332,343,-50,50,25,-25,50,25,-25,50,-0,0.458716,0.0568598,0.484424,-0.750884,-0.634901,0.181862,540.516,470.288,-129.169,773.654
54,196,207,489,125,0,-175,125,0,-200,125,25,-200,0.148762,0.550259,0.300979,-0.663352,-0.740274,-0.109357,540.516,470.288,-129.169,618.701
55,339,329,340,-125,50,25,-100,50,25,-100,50,-0,0.420286,0.460266,0.119448,-0.783596,-0.594882,0.179141,540.516,470.288,-129.169,837.244
56,252,262,251,-100,50,200,-125,50,200,-125,50,225,0.618506,0.0456134,0.335881,-0.705888,-0.621848,0.339156,540.516,470.288,-129.169,942.617
57,348,347,336,100,50,-0,75,50,-0,75,50,25,0.305973,0.468288,0.225739,-0.678429,-0.706978,0.199791,540.516,470.288,-129.169,687.293
58,273,263,274,-125,50,175,-100,50,175,-100,50,150,0.00812984,0.0835675,0.908303,-0.725705,-0.619895,0.298467,540.516,470.288,-129.169,909.586
60,309,308,297,-50,50,75,-75,50,75,-75,50,100,0.0338257,0.455599,0.510576,-0.738525,-0.626639,0.248806,540.516,470.288,-129.169,845.185
61,392,391,380,100,50,-100,75,50,-100,75,50,-75,0.432905,0.0976331,0.469462,-0.714781,-0.695594,0.0723704,540.516,470.288,-129.169,647.964
63,291,292,303,50,50,125,75,50,125,75,50,100,0.250015,0.294116,0.45587,-0.63739,-0.704863,0.311293,540.516,470.288,-129.169,770.369
64,385,386,397,-75,50,-100,-50,50,-100,-50,50,-125,0.888394,0.042059,0.0695474,-0.808354,-0.587173,0.042334,540.516,470.288,-129.169,763.405
65,444,443,432,25,50,-225,0,50,-225,0,50,-200,0.760513,0.210235,0.0292523,-0.77065,-0.621647,-0.140192,540.516,470.288,-129.169,678
66,380,379,368,75,50,-75,50,50,-75,50,50,-50,0.617902,0.14426,0.237838,-0.722021,-0.685021,0.097117,540.516,470.288,-129.169,657.167
68,369,370,381,75,50,-50,100,50,-50,100,50,-75,0.0874096,0.0532657,0.859325,-0.699991,-0.707411,0.0978835,540.516,470.288,-129.169,641.042
69,398,397,386,-25,50,-125,-50,50,-125,-50,50,-100,0.562109,0.376304,0.0615863,-0.797461,-0.60318,0.0151795,540.516,470.288,-129.169,724.624
70,491,490,218,125,25,-250,125,25,-225,125,0,-225,0.157294,0.213004,0.629702,-0.661135,-0.733562,-0.15744,540.516,470.288,-129.169,615.85
73,424,425,436,75,50,-175,100,50,-175,100,50,-200,0.644305,0.221732,0.133963,-0.732175,-0.677169,-0.073229,540.516,470.288,-129.169,610.965
74,282,281,270,100,50,150,75,50,150,75,50,175,0.454659,0.341028,0.204312,-0.602631,-0.715686,0.353029,540.516,470.288,-129.169,776.464
76,400,401,412,25,50,-125,50,50,-125,50,50,-150,0.474858,0.123768,0.401374,-0.758853,-0.651261,-0.00127234,540.516,470.288,-129.169,673.214
78,437,426,488,125,50,-200,125,50,-175,125,25,-175,0.18859,0.59077,0.22064,-0.695707,-0.713648,-0.0818444,540.516,470.288,-129.169,596.659
79,421,420,409,0,50,-175,-25,50,-175,-25,50,-150,0.316663,0.0587921,0.624545,-0.792657,-0.608573,-0.0365199,540.516,470.288,-129.169,721.368
82,321,322,333,-25,50,50,0,50,50,0,50,25,0.106648,0.755038,0.138314,-0.718058,-0.658391,0.225643,540.516,470.288,-129.169,777.276
83,437,426,488,125,50,-200,125,50,-175,125,25,-175,0.200441,0.579678,0.219882,-0.695729,-0.713572,-0.0823137,540.516,470.288,-129.169,595.661
84,310,311,322,-25,50,75,0,50,75,0,50,50,0.182153,0.713643,0.104204,-0.706142,-0.662556,0.249766,540.516,470.288,-129.169,784.986
85,371,370,359,125,50,-50,100,50,-50,100,50,-25,0.306635,0.468716,0.22465,-0.681528,-0.718435,0.139177,540.516,470.288,-129.169,640.445
87,481,482,360,125,25,-0,125,25,-25,125,50,-25,0.552094,0.23791,0.209996,-0.638718,-0.751869,0.163502,540.516,470.288,-129.169,666.3
89,266,265,254,-25,50,175,-50,50,175,-50,50,200,0.0573145,0.927945,0.0147406,-0.688158,-0.646353,0.329647,540.516,470.288,-129.169,883.55
90,308,309,320,-75,50,75,-50,50,75,-50,50,50,0.531956,0.0192822,0.448762,-0.744379,-0.626978,0.229779,540.516,470.288,-129.169,826.181
92,388,387,376,0,50,-100,-25,50,-100,-25,50,-75,0.341384,0.595479,0.0631372,-0.781265,-0.622189,0.0500594,540.516,470.288,-129.169,719.959
93,260,259,246,100,50,200,75,50,200,75,50,225,0.19361,0.743581,0.0628094,-0.585132,-0.711088,0.389839,540.516,470.288,-129.169,814.656
94,294,293,282,125,50,125,100,50,125,100,50,150,0.226785,0.00202822,0.771187,-0.59236,-0.726221,0.348873,540.516,470.288,-129.169,765.172
95,485,486,404,125,25,-100,125,25,-125,125,50,-125,0.298999,0.0695554,0.631445,-0.685013,-0.728241,0.0205299,540.516,470.288,-129.169,609.043
96,336,337,348,75,50,25,100,50,25,100,50,-0,0.160222,0.55549,0.284288,-0.663024,-0.716309,0.217485,540.516,470.288,-129.169,693.713
97,290,291,302,25,50,125,50,50,125,50,50,100,0.107821,0.0193377,0.872841,-0.657351,-0.693487,0.294899,540.516,470.288,-129.169,766.774
101,401,400,389,50,50,-125,25,50,-125,25,50,-100,0.447239,0.498506,0.0542557,-0.757342,-0.652819,0.0161207,540.516,470.288,-129.169,672.256
103,406,416,405,-100,50,-150,-125,50,-150,-125,50,-125,0.734539,0.15001,0.115452,-0.831462,-0.55534,-0.0163903,540.516,470.288,-129.169,803.612
104,486,487,415,125,25,-125,125,25,-150,125,50,-150,0.396753,0.0683551,0.534891,-0.688298,-0.725258,-0.0157296,540.516,470.288,-129.169,607.6
106,434,433,422,50,50,-200,25,50,-200,25,50,-175,0.690686,0.21829,0.0910242,-0.759521,-0.64232,-0.102722,540.516,470.288,-129.169,660.377
107,313,314,325,50,50,75,75,50,75,75,50,50,0.151298,0.388968,0.459734,-0.658721,-0.705363,0.26182,540.516,470.288,-129.169,720.883
108,431,430,419,-25,50,-200,-50,50,-200,-50,50,-175,0.533657,0.440479,0.0258643,-0.803332,-0.587744,-0.0959879,540.516,470.288,-129.169,735.973
109,299,300,311,-25,50,100,0,50,100,0,50,75,0.167371,0.560393,0.272236,-0.698258,-0.66255,0.271041,540.516,470.288,-129.169,815.34
110,430,429,418,-50,50,-200,-75,50,-200,-75,50,-175,0.855693,0.143196,0.00111084,-0.811672,-0.576511,-0.0939313,540.516,470.288,-129.169,736.07
112,366,367,378,0,50,-50,25,50,-50,25,50,-75,0.1547,0.481557,0.363743,-0.747554,-0.655619,0.106427,540.516,470.288,-129.169,713.313
113,479,478,86,125,25,50,125,25,75,125,0,75,0.165316,0.750599,0.0840845,-0.596673,-0.761903,0.251963,540.516,470.288,-129.169,716.295
