2,485,484,152,125,25,-100,125,25,-75,125,0,-75,0.701888,0.144743,0.153369,-0.664686,-0.745335,0.0516454,540.516,470.288,-129.169,631.325
4,374,375,386,-75,50,-75,-50,50,-75,-50,50,-100,0.124084,0.365417,0.510499,-0.799555,-0.597445,0.0614109,540.516,470.288,-129.169,741.122
7,335,334,323,50,50,25,25,50,25,25,50,50,0.571841,0.0226349,0.405524,-0.704811,-0.671304,0.229333,540.516,470.288,-129.169,716.036
8,387,388,399,-25,50,-100,0,50,-100,0,50,-125,0.460593,0.173265,0.366141,-0.783676,-0.620181,0.0350296,540.516,470.288,-129.169,705.221
9,331,330,319,-50,50,25,-75,50,25,-75,50,50,0.0652002,0.410992,0.523808,-0.769165,-0.603526,0.210099,540.516,470.288,-129.169,828.599
10,353,352,341,-50,50,-25,-75,50,-25,-75,50,-0,0.468142,0.213008,0.31885,-0.785266,-0.601116,0.148379,540.516,470.288,-129.169,794.641
11,282,283,294,100,50,150,125,50,150,125,50,125,0.781626,0.00135559,0.217018,-0.604784,-0.706958,0.36667,540.516,470.288,-129.169,743.859
17,282,283,294,100,50,150,125,50,150,125,50,125,0.921783,0.00529236,0.0729242,-0.606196,-0.704322,0.3694,540.516,470.288,-129.169,747.292
20,298,297,286,-50,50,100,-75,50,100,-75,50,125,0.275107,0.651581,0.0733118,-0.742238,-0.610483,0.276395,540.516,470.288,-129.169,858.248
21,330,331,342,-75,50,25,-50,50,25,-50,50,-0,0.613916,0.340824,0.04526,-0.770542,-0.607003,0.194455,540.516,470.288,-129.169,806.713
22,252,253,264,-100,50,200,-75,50,200,-75,50,175,0.117422,0.864014,0.0185638,-0.706903,-0.608222,0.361047,540.516,470.288,-129.169,890.843
23,324,325,336,50,50,50,75,50,50,75,50,25,0.36198,0.419554,0.218466,-0.681628,-0.688636,0.247311,540.516,470.288,-129.169,701.659
27,327,326,315,125,50,50,100,50,50,100,50,75,0.69601,0.0207971,0.283193,-0.635216,-0.722031,0.274174,540.516,470.288,-129.169,669.339
30,374,373,362,-75,50,-75,-100,50,-75,-100,50,-50,0.265908,0.5184,0.215692,-0.813189,-0.57626,0.081535,540.516,470.288,-129.169,790.263
32,254,253,234,-50,50,200,-75,50,200,-75,50,225,0.657219,0.254913,0.087868,-0.694311,-0.617469,0.369681,540.516,470.288,-129.169,894.015
34,363,364,375,-75,50,-50,-50,50,-50,-50,50,-75,0.205911,0.268666,0.525424,-0.795213,-0.599196,0.09274,540.516,470.288,-129.169,768.124
36,369,370,381,75,50,-50,100,50,-50,100,50,-75,0.836204,0.0991257,0.0646707,-0.712271,-0.690609,0.125413,540.516,470.288,-129.169,655.124
37,414,415,426,100,50,-150,125,50,-150,125,50,-175,0.412655,0.0444336,0.542911,-0.709283,-0.703036,-0.0515531,540.516,470.288,-129.169,601.704
39,333,332,321,0,50,25,-25,50,25,-25,50,50,0.587769,0.032666,0.379565,-0.736631,-0.640348,0.217554,540.516,470.288,-129.169,762.776
40,402,401,390,75,50,-125,50,50,-125,50,50,-100,0.159775,0.659571,0.180654,-0.747787,-0.663627,0.0203597,540.516,470.288,-129.169,658.277
41,252,262,251,-100,50,200,-125,50,200,-125,50,225,0.622273,0.0534686,0.324258,-0.720139,-0.59335,0.359633,540.516,470.288,-129.169,929.925
