0,446,447,458,75,50,-225,100,50,-225,100,50,-250,0.818341,0.146698,0.0349609,-0.730077,-0.666124,-0.152531,540.516,470.288,-129.169,632.609
2,485,484,152,125,25,-100,125,25,-75,125,0,-75,0.701888,0.144743,0.153369,-0.667093,-0.742992,0.0543228,540.516,470.288,-129.169,628.801
3,452,451,440,-50,50,-250,-75,50,-250,-75,50,-225,0.103455,0.178,0.718545,-0.816715,-0.560573,-0.136876,540.516,470.288,-129.169,749.827
4,374,375,386,-75,50,-75,-50,50,-75,-50,50,-100,0.124084,0.365417,0.510499,-0.802655,-0.593279,0.0613567,540.516,470.288,-129.169,737.138
5,304,305,316,100,50,100,125,50,100,125,50,75,0.562434,0.215426,0.22214,-0.63195,-0.704116,0.323822,540.516,470.288,-129.169,689.311
7,335,334,323,50,50,25,25,50,25,25,50,50,0.571841,0.0226349,0.405524,-0.712122,-0.661804,0.234303,540.516,470.288,-129.169,711.62
8,387,388,399,-25,50,-100,0,50,-100,0,50,-125,0.460593,0.173265,0.366141,-0.786012,-0.617239,0.0346519,540.516,470.288,-129.169,707.26
9,331,330,319,-50,50,25,-75,50,25,-75,50,50,0.0652002,0.410992,0.523808,-0.776436,-0.592801,0.213856,540.516,470.288,-129.169,806.469
11,282,283,294,100,50,150,125,50,150,125,50,125,0.781626,0.00135559,0.217018,-0.614192,-0.692499,0.378434,540.516,470.288,-129.169,733.329
17,282,283,294,100,50,150,125,50,150,125,50,125,0.921783,0.00529236,0.0729242,-0.615627,-0.689596,0.381393,540.516,470.288,-129.169,731.456
18,409,410,421,-25,50,-150,0,50,-150,0,50,-175,0.144526,0.776541,0.0789331,-0.787194,-0.616074,-0.027904,540.516,470.288,-129.169,691.858
19,342,343,354,-50,50,-0,-25,50,-0,-25,50,-25,0.139399,0.267717,0.592884,-0.771603,-0.61591,0.159005,540.516,470.288,-129.169,750.319
21,330,331,342,-75,50,25,-50,50,25,-50,50,-0,0.613916,0.340824,0.04526,-0.777411,-0.596994,0.198067,540.516,470.288,-129.169,792.708
22,252,253,264,-100,50,200,-75,50,200,-75,50,175,0.117422,0.864014,0.0185638,-0.717596,-0.588178,0.372965,540.516,470.288,-129.169,879.593
23,324,325,336,50,50,50,75,50,50,75,50,25,0.36198,0.419554,0.218466,-0.689191,-0.678994,0.252949,540.516,470.288,-129.169,696.062
27,327,326,315,125,50,50,100,50,50,100,50,75,0.69601,0.0207971,0.283193,-0.642834,-0.712584,0.281048,540.516,470.288,-129.169,659.285
30,374,373,362,-75,50,-75,-100,50,-75,-100,50,-50,0.265908,0.5184,0.215692,-0.816808,-0.571091,0.0817274,540.516,470.288,-129.169,786.427
32,254,253,234,-50,50,200,-75,50,200,-75,50,225,0.657219,0.254913,0.087868,-0.70527,-0.597201,0.382029,540.516,470.288,-129.169,877.307
34,363,364,375,-75,50,-50,-50,50,-50,-50,50,-75,0.205911,0.268666,0.525424,-0.798926,-0.594155,0.0932549,540.516,470.288,-129.169,767.198
36,369,370,381,75,50,-50,100,50,-50,100,50,-75,0.836204,0.0991257,0.0646707,-0.716237,-0.68628,0.126582,540.516,470.288,-129.169,653.721
